"movieId,""title"",""genres""";
"5553,""Stakeout (1987)"",""Comedy|Crime|Romance|Thriller""";
"5554,""Wild in the Country (1961)"",""Drama""";
"5555,""Wolfen (1981)"",""Horror""";
"5556,""FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)"",""Crime|Horror|Thriller""";
"5557,""Slap Her... She's French (a.k.a. She Gets What She Wants) (2002)"",""Comedy""";
"5558,""Love and a Bullet (2002)"",""Action|Crime""";
"5559,""Mad Love (Juana la Loca) (2001)"",""Drama""";
"5560,""À nous la liberté (Freedom for Us) (1931)"",""Comedy|Musical""";
"5561,""True Colors (1991)"",""Drama""";
"5562,""Snipes (2001)"",""Drama|Thriller""";
"5563,""City by the Sea (2002)"",""Crime|Drama""";
"5564,""Swimfan (2002)"",""Thriller""";
"5565,""Dogwalker, The (2002)"",""Drama""";
"5566,""Heartbreak Hospital (2002)"",""Comedy|Thriller""";
"5567,""Incubus, The (1981)"",""Horror|Thriller""";
"5568,""Johnny Dangerously (1984)"",""Comedy""";
"5569,""Last House on the Left, The (1972)"",""Crime|Horror|Thriller""";
"5570,""Thesis (Tesis) (1996)"",""Drama|Horror|Thriller""";
"5571,""Pinochet Case, The (Cas Pinochet, Le) (2001)"",""Documentary""";
"5572,""Barbershop (2002)"",""Comedy""";
"5573,""Stealing Harvard (2002)"",""Comedy|Crime""";
"5574,""Transporter, The (2002)"",""Action|Crime""";
"5575,""Alias Betty (Betty Fisher et autres histoires) (2001)"",""Crime|Drama""";
"5576,""Children of the Century, The (Enfants du siècle, Les) (1999)"",""Drama|Romance""";
"5577,""Igby Goes Down (2002)"",""Comedy|Drama""";
"5579,""Quitting (Zuotian) (2001)"",""Drama""";
"5580,""Aspen Extreme (1993)"",""Action""";
"5581,""Betsy's Wedding (1990)"",""Comedy""";
"5582,""Captain Ron (1992)"",""Adventure|Comedy""";
"5583,""Devil Bat, The (1940)"",""Crime|Horror|Mystery|Sci-Fi""";
"5584,""Ernest Goes to Jail (1990)"",""Comedy""";
"5585,""Ernest Scared Stupid (1991)"",""Comedy""";
"5586,""Gypsy Moths, The (1969)"",""Drama""";
"5587,""Hills Have Eyes Part II, The (1985)"",""Horror""";
"5588,""Hills Have Eyes, The (1977)"",""Horror""";
"5589,""Indian Summer (1993)"",""Comedy|Drama""";
"5590,""Mack, The (1973)"",""Crime""";
"5591,""Monkey Trouble (1994)"",""Children|Comedy""";
"5592,""Monster in the Closet (1986)"",""Comedy|Horror""";
"5593,""No Way to Treat a Lady (1968)"",""Crime|Drama|Thriller""";
"5595,""Shock Waves (1977)"",""Horror""";
"5596,""Spaced Invaders (1990)"",""Adventure|Comedy|Sci-Fi""";
"5597,""Suburban Commando (1991)"",""Comedy|Sci-Fi""";
"5598,""Surf Ninjas (1993)"",""Comedy""";
"5599,""Tabu: A Story of the South Seas (1931)"",""Drama|Romance""";
"5600,""Wanderers, The (1979)"",""Drama""";
"5601,""Yearling, The (1946)"",""Children|Drama""";
"5602,""Ladykillers, The (1955)"",""Comedy|Crime""";
"5603,""Lavender Hill Mob, The (1951)"",""Comedy|Crime""";
"5604,""Man in the White Suit, The (1951)"",""Comedy|Sci-Fi""";
"5605,""Ratcatcher (1999)"",""Drama""";
"5606,""Society (1989)"",""Horror|Mystery""";
"5607,""Son of the Bride (Hijo de la novia, El) (2001)"",""Comedy|Drama""";
"5608,""Das Experiment (Experiment, The) (2001)"",""Drama|Thriller""";
"5609,""Ballistic: Ecks vs. Sever (2002)"",""Action|Thriller""";
"5610,""Banger Sisters, The (2002)"",""Comedy|Drama""";
"5611,""Four Feathers, The (2002)"",""Adventure|War""";
"5612,""Trapped (2002)"",""Action|Thriller""";
"5613,""8 Women (2002)"",""Comedy|Crime|Musical|Mystery""";
"5614,""His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)"",""Drama|Romance""";
"5615,""Invincible (2001)"",""Drama""";
"5616,""Mesmerist, The (2002)"",""Comedy|Fantasy|Horror""";
"5617,""Secretary (2002)"",""Comedy|Drama|Romance""";
"5618,""Spirited Away (Sen to Chihiro no kamikakushi) (2001)"",""Adventure|Animation|Fantasy""";
"5619,""Trials of Henry Kissinger, The (2002)"",""Documentary""";
"5620,""Sweet Home Alabama (2002)"",""Comedy|Romance""";
"5621,""Tuxedo, The (2002)"",""Action|Comedy""";
"5622,""Charly (2002)"",""Comedy|Drama|Romance""";
"5623,""Crazy as Hell (2002)"",""Drama""";
"5624,""Just a Kiss (2002)"",""Comedy|Romance""";
"5625,""Moonlight Mile (2002)"",""Drama|Romance""";
"5626,""Shanghai Ghetto (2002)"",""Documentary""";
"5627,""Skins (2002)"",""Crime|Drama""";
"5628,""Wasabi (2001)"",""Action|Comedy|Crime|Drama|Thriller""";
"5629,""Jonah: A VeggieTales Movie (2002)"",""Animation|Children|Musical""";
"5630,""Red Dragon (2002)"",""Crime|Mystery|Thriller""";
"5631,""Between Strangers (2002)"",""Drama""";
"5632,""Bloody Sunday (2002)"",""Drama""";
"5633,""Heaven (2002)"",""Drama""";
"5634,""Pipe Dream (2002)"",""Drama""";
"5635,""Man from Elysian Fields, The (2001)"",""Drama""";
"5636,""Welcome to Collinwood (2002)"",""Comedy|Crime""";
"5637,""Flirting (1991)"",""Drama""";
"5638,""Godzilla vs. Mothra (Mosura tai Gojira) (1964)"",""Action|Adventure|Fantasy|Sci-Fi""";
"5639,""Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969)"",""Children""";
"5640,""Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)"",""Horror|Sci-Fi""";
"5641,""Moderns, The (1988)"",""Drama""";
"5642,""Onion Field, The (1979)"",""Drama""";
"5643,""Powaqqatsi (1988)"",""Documentary""";
"5644,""Pride of the Yankees, The (1942)"",""Drama""";
"5645,""Texasville (1990)"",""Drama""";
"5646,""Valmont (1989)"",""Drama|Romance""";
"5647,""Ernest Goes to Africa (1997)"",""Comedy""";
"5648,""Ernest in the Army (1998)"",""Comedy""";
"5649,""Horror of Dracula (Dracula) (1958)"",""Horror""";
"5650,""Strange Brew (1983)"",""Comedy""";
"5651,""Incredible Mr. Limpet, The (1964)"",""Animation|Comedy|War""";
"5652,""Claire of the Moon (1992)"",""Drama|Romance""";
"5653,""Django (1966)"",""Western""";
"5654,""Django 2: Django Strikes Again (1987)"",""Western""";
"5655,""Fan, The (1981)"",""Drama|Thriller""";
"5656,""Festival in Cannes (2001)"",""Drama""";
"5657,""Flashback (1990)"",""Action|Comedy""";
"5658,""Hanky Panky (1982)"",""Comedy""";
"5659,""Rocking Horse Winner, The (1950)"",""Drama|Horror""";
"5660,""Seance on a Wet Afternoon (1964)"",""Crime|Drama|Thriller""";
"5661,""Shamus (1973)"",""Crime|Mystery""";
"5662,""Wrong Guy, The (1997)"",""Comedy|Romance|Thriller""";
"5663,""Below (2002)"",""Horror""";
"5664,""Brown Sugar (2002)"",""Romance""";
"5665,""Knockaround Guys (2002)"",""Action|Comedy|Crime""";
"5666,""Rules of Attraction, The (2002)"",""Comedy|Drama|Romance|Thriller""";
"5667,""Tuck Everlasting (2002)"",""Drama|Fantasy""";
"5668,""White Oleander (2002)"",""Drama""";
"5669,""Bowling for Columbine (2002)"",""Documentary""";
"5670,""Comedian (2002)"",""Comedy|Documentary""";
"5671,""On Guard (Bossu, Le) (1997)"",""Adventure|Drama""";
"5672,""Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)"",""Adventure|Animation|Children|Fantasy""";
"5673,""Punch-Drunk Love (2002)"",""Comedy|Drama|Romance""";
"5674,""Safe Conduct (Laissez-Passer) (2002)"",""Drama|War""";
"5675,""Swept Away (2002)"",""Comedy|Romance""";
"5676,""Young Unknowns, The (2000)"",""Drama""";
"5677,""Abandon (2002)"",""Drama|Thriller""";
"5678,""Formula 51 (2001)"",""Action|Comedy|Crime|Thriller""";
"5679,""Ring, The (2002)"",""Horror|Mystery|Thriller""";
"5680,""Auto Focus (2002)"",""Crime|Drama""";
"5681,""Fidel (2001)"",""Documentary""";
"5682,""Grey Zone, The (2001)"",""Drama""";
"5683,""Hansel & Gretel (2002)"",""Children|Fantasy""";
"5684,""Naqoyqatsi (2002)"",""Documentary""";
"5685,""Real Women Have Curves (2002)"",""Comedy|Drama""";
"5686,""Russian Ark (Russkiy Kovcheg) (2002)"",""Drama|Fantasy|War""";
"5687,""Take Care of My Cat (Goyangileul butaghae) (2001)"",""Drama""";
"5688,""Tully (2000)"",""Drama""";
"5689,""Billy Bathgate (1991)"",""Crime|Drama""";
"5690,""Grave of the Fireflies (Hotaru no haka) (1988)"",""Animation|Drama|War""";
"5691,""Jason Goes to Hell: The Final Friday (1993)"",""Action|Horror""";
"5692,""Mechanic, The (1972)"",""Action|Thriller""";
"5693,""Saturday Night Fever (1977)"",""Comedy|Drama|Romance""";
"5694,""Staying Alive (1983)"",""Comedy|Drama|Musical""";
"5695,""To the Devil a Daughter (1976)"",""Fantasy|Horror|Mystery""";
"5696,""Urban Cowboy (1980)"",""Drama""";
"5697,""Terror Train (1980)"",""Horror""";
"5698,""Times Square (1980)"",""Drama""";
"5699,""Tom Horn (1980)"",""Western""";
"5700,""The Pumaman (1980)"",""Action|Adventure|Fantasy|Sci-Fi""";
"5701,""Up the Academy (1980)"",""Comedy""";
"5702,""When Time Ran Out... (Day the World Ended, The) (1980)"",""Action|Adventure""";
"5703,""Wholly Moses (1980)"",""Comedy""";
"5704,""Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980)"",""Horror|Sci-Fi""";
"5705,""Xanadu (1980)"",""Fantasy|Musical|Romance""";
"5706,""...All the Marbles (California Dolls, The) (1981)"",""Action|Comedy|Drama|Romance""";
"5707,""Absence of Malice (1981)"",""Drama|Romance""";
"5708,""All Night Long (1981)"",""Comedy|Drama""";
"5709,""Amateur, The (1981)"",""Crime|Thriller""";
"5710,""Banana Joe (1981)"",""Comedy""";
"5711,""Marianne & Juliane (Die Bleierne Zeit) (1981)"",""Drama""";
"5712,""Blow Out (1981)"",""Mystery|Thriller""";
"5713,""The Boogens (1981)"",""Horror""";
"5714,""Buddy Buddy (1981)"",""Comedy""";
"5715,""Burning, The (1981)"",""Horror""";
"5716,""Butterfly (1982)"",""Drama""";
"5717,""Make Them Die Slowly (Cannibal Ferox) (1981)"",""Horror""";
"5718,""Carbon Copy (1981)"",""Comedy""";
"5719,""Charlie Chan and the Curse of the Dragon Queen (1981)"",""Comedy|Mystery""";
"5720,""Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)"",""Action|Adventure|Comedy""";
"5721,""Chosen, The (1981)"",""Drama""";
"5722,""Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)"",""Comedy""";
"5723,""Continental Divide (1981)"",""Comedy|Romance""";
"5724,""Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)"",""Comedy|Horror|Musical|Sci-Fi""";
"5725,""Man of Iron (Czlowiek z Zelaza) (1981)"",""Drama|Romance""";
"5726,""Dead & Buried (1981)"",""Horror""";
"5727,""Deadly Blessing (1981)"",""Horror""";
"5728,""Death Hunt (1981)"",""Action|Adventure|Crime|Thriller""";
"5729,""Endless Love (1981)"",""Drama|Romance""";
"5730,""Enter the Ninja (a.k.a. Ninja I) (1981)"",""Action|Drama""";
"5731,""Entity, The (1981)"",""Horror""";
"5732,""Eye of the Needle (1981)"",""Thriller""";
"5733,""Eyewitness (Janitor, The) (1981)"",""Thriller""";
"5734,""Faces of Death 2 (1981)"",""Documentary|Horror""";
"5735,""Faces of Death (1978)"",""Documentary|Horror""";
"5736,""Faces of Death 3 (1985)"",""Documentary|Horror""";
"5737,""Faces of Death 4 (1990)"",""Documentary|Horror""";
"5738,""Faces of Death 5 (1996)"",""Documentary|Horror""";
"5739,""Faces of Death 6 (1996)"",""Documentary|Horror""";
"5740,""Faces of Death: Fact or Fiction? (1999)"",""Documentary|Horror""";
"5741,""Woman Next Door, The (Femme d'à côté, La) (1981)"",""Drama|Romance""";
"5742,""First Monday in October (1981)"",""Comedy|Drama""";
"5743,""Fort Apache, the Bronx (1981)"",""Action|Drama""";
"5744,""Four Friends (a.k.a. Georgia's Friends) (1981)"",""Drama""";
"5745,""Four Seasons, The (1981)"",""Comedy|Drama""";
"5746,""Galaxy of Terror (Quest) (1981)"",""Action|Horror|Mystery|Sci-Fi""";
"5747,""Gallipoli (1981)"",""Drama|War""";
"5748,""Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)"",""Crime|Drama""";
"5749,""Ghost Story (1981)"",""Drama|Horror""";
"5750,""Going Ape! (1981)"",""Comedy""";
"5751,""Goodbye Pork Pie (1981)"",""Action|Adventure|Drama""";
"5752,""Gregory's Girl (1981)"",""Comedy|Romance""";
"5753,""Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981)"",""Comedy""";
"5754,""Hand, The (1981)"",""Drama|Horror""";
"5755,""Happy Birthday to Me (1981)"",""Horror|Mystery""";
"5756,""Heartbeeps (1981)"",""Comedy|Sci-Fi""";
"5757,""History of Kim Skov (Historien om Kim Skov) (1981)"",""Documentary|Drama""";
"5758,""Horror Planet (a.k.a. Inseminoid) (1981)"",""Action|Drama|Horror|Sci-Fi""";
"5759,""Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)"",""Comedy|Drama""";
"5760,""Lady Chatterley's Lover (1981)"",""Drama|Romance""";
"5761,""Legend of the Lone Ranger, The (1981)"",""Western""";
"5762,""Lili Marleen (1981)"",""Drama""";
"5763,""Lola (1981)"",""Drama""";
"5764,""Looker (1981)"",""Drama|Horror|Sci-Fi|Thriller""";
"5765,""Looney, Looney, Looney Bugs Bunny Movie, The (1981)"",""Animation|Children|Comedy""";
"5766,""Madman (1981)"",""Horror""";
"5767,""Teddy Bear (Mis) (1981)"",""Comedy|Crime""";
"5768,""Modern Problems (1981)"",""Comedy|Fantasy""";
"5769,""Modern Romance (1981)"",""Comedy|Romance""";
"5770,""Ms. 45 (a.k.a. Angel of Vengeance) (1981)"",""Crime|Drama""";
"5771,""My Bloody Valentine (1981)"",""Drama|Horror|Thriller""";
"5772,""My Dinner with André (1981)"",""Drama""";
"5773,""Neighbors (1981)"",""Comedy""";
"5774,""Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981)"",""Horror|Sci-Fi""";
"5775,""Night the Lights Went Out in Georgia, The (1981)"",""Drama""";
"5776,""Only When I Laugh (1981)"",""Comedy|Drama""";
"5777,""Pennies from Heaven (1981)"",""Musical|Romance""";
"5778,""Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982)"",""Horror|Mystery|Thriller""";
"5779,""Piranha II: The Spawning (1981)"",""Horror|Sci-Fi""";
"5780,""Polyester (1981)"",""Comedy""";
"5781,""Private Lessons (1981)"",""Comedy""";
"5782,""Professional, The (Le professionnel) (1981)"",""Action|Drama|Thriller""";
"5783,""Derrida (2002)"",""Documentary""";
"5784,""Ghost Ship (2002)"",""Horror""";
"5785,""Jackass: The Movie (2002)"",""Action|Comedy|Documentary""";
"5786,""Paid in Full (2002)"",""Action|Drama""";
"5787,""Truth About Charlie, The (2002)"",""Mystery|Thriller""";
"5788,""All or Nothing (2002)"",""Drama""";
"5789,""All the Queen's Men (2001)"",""Comedy|War""";
"5790,""Food of Love (Manjar de Amor) (2002)"",""Drama""";
"5791,""Frida (2002)"",""Drama|Romance""";
"5792,""Roger Dodger (2002)"",""Comedy|Drama""";
"5793,""Time Changer (2002)"",""Drama|Sci-Fi""";
"5794,""Good Work (Beau travail) (1999)"",""Drama""";
"5795,""Big Knife, The (1955)"",""Film-Noir""";
"5796,""Casino Royale (1967)"",""Action|Adventure|Comedy""";
"5797,""Company of Wolves, The (1984)"",""Fantasy|Horror""";
"5798,""Escanaba in da Moonlight (2001)"",""Comedy""";
"5799,""Exodus (1960)"",""Drama|Romance|War""";
"5800,""How to Murder Your Wife (1965)"",""Comedy""";
"5801,""Russians Are Coming, the Russians Are Coming, The (1966)"",""Comedy|War""";
"5802,""World of Henry Orient, The (1964)"",""Comedy""";
"5803,""I Spy (2002)"",""Action|Adventure|Comedy|Crime""";
"5804,""Santa Clause 2, The (2002)"",""Children|Comedy|Fantasy|Romance""";
"5805,""Besotted (2001)"",""Drama""";
"5806,""Blackboards (Takhté Siah) (2000)"",""Drama""";
"5807,""Love In the Time of Money (2002)"",""Comedy|Drama|Romance""";
"5808,""Weight of Water, The (2000)"",""Thriller""";
"5809,""Femme Fatale (2002)"",""Crime|Thriller""";
"5810,""8 Mile (2002)"",""Drama""";
"5811,""Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001)"",""Documentary|Musical""";
"5812,""Far from Heaven (2002)"",""Drama|Romance""";
"5813,""God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)"",""Comedy|Romance""";
"5814,""Rising Place, The (2002)"",""Drama""";
"5815,""Half Past Dead (2002)"",""Action|Crime|Thriller""";
"5816,""Harry Potter and the Chamber of Secrets (2002)"",""Adventure|Fantasy""";
"5817,""Ararat (2002)"",""Drama|War""";
"5818,""Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)"",""Drama|Romance""";
"5819,""Interview with the Assassin (2002)"",""Drama""";
"5820,""Standing in the Shadows of Motown (2002)"",""Documentary|Musical""";
"5821,""Way Home, The (Jibeuro) (2002)"",""Drama""";
"5822,""Mutant Action (Acción Mutante) (1993)"",""Action|Comedy|Sci-Fi""";
"5823,""Eyes of an Angel (1991)"",""Drama""";
"5824,""Liberty Stands Still (2002)"",""Action|Drama|Thriller""";
"5825,""Life and Death of Colonel Blimp, The (1943)"",""Drama|Romance|War""";
"5826,""Rio Grande (1950)"",""Romance|Western""";
"5827,""Young Americans, The (1993)"",""Crime|Drama""";
"5828,""Blackrock (1997)"",""Drama|Thriller""";
"5829,""Men with Brooms (2002)"",""Comedy|Drama|Romance""";
"5830,""Mysterious Island (1961)"",""Adventure|Sci-Fi""";
"5831,""Soul Assassin (2001)"",""Action|Crime|Thriller""";
"5832,""Left Behind II: Tribulation Force (2002)"",""Drama""";
"5833,""Dog Soldiers (2002)"",""Action|Horror""";
"5834,""Fingers (1978)"",""Drama""";
"5835,""Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990)"",""Drama|War""";
"5836,""Houseboat (1958)"",""Comedy|Romance""";
"5837,""Legion of the Dead (2001)"",""Comedy|Horror""";
"5838,""Madame Bovary (1991)"",""Drama""";
"5839,""My Father's Glory (La gloire de mon père) (1990)"",""Adventure|Drama""";
"5840,""My Mother's Castle (Château de ma mère, Le) (1990)"",""Comedy|Drama""";
"5841,""Return to the Blue Lagoon (1991)"",""Adventure|Romance""";
"5842,""Too Beautiful for You (Trop belle pour toi) (1989)"",""Comedy|Drama|Romance""";
"5843,""Toy Soldiers (1991)"",""Action|Drama""";
"5844,""Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)"",""Horror""";
"5845,""Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)"",""Adventure""";
"5846,""Raggedy Man (1981)"",""Drama""";
"5847,""Ragtime (1981)"",""Drama""";
"5848,""Rich and Famous (1981)"",""Drama""";
"5849,""I'm Starting From Three (Ricomincio da Tre) (1981)"",""Comedy""";
"5850,""Road Games (a.k.a. Roadgames) (1981)"",""Thriller""";
"5851,""Rollover (1981)"",""Drama""";
"5852,""Saturday the 14th (1981)"",""Comedy|Horror""";
"5853,""Scanners (1981)"",""Horror|Sci-Fi|Thriller""";
"5854,""Sharky's Machine (1981)"",""Crime|Drama|Romance""";
"5855,""Shock Treatment (1981)"",""Comedy|Musical|Sci-Fi""";
"5856,""Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)"",""Comedy|Drama|Romance""";
"5857,""So Fine (1981)"",""Comedy""";
"5858,""Soupe aux Choux, La (1981)"",""Comedy""";
"5859,""Southern Comfort (1981)"",""Drama|Thriller|War""";
"5860,""Sphinx (1981)"",""Mystery|Thriller""";
"5861,""Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981)"",""Drama""";
"5862,""Student Bodies (1981)"",""Comedy|Horror""";
"5863,""Take This Job and Shove It (1981)"",""Comedy""";
"5864,""Tarzan, the Ape Man (1981)"",""Adventure""";
"5865,""Tattoo (1981)"",""Drama|Thriller""";
"5866,""They All Laughed (1981)"",""Comedy""";
"5867,""Thief (1981)"",""Crime|Drama|Thriller""";
"5868,""This Is Elvis (1981)"",""Documentary|Drama|Musical""";
"5869,""True Confessions (1981)"",""Crime|Drama""";
"5870,""Revolution #9 (2001)"",""Thriller""";
"5871,""Better Housekeeping (a.k.a. Good Housekeeping) (2000)"",""Comedy|Drama""";
"5872,""Die Another Day (2002)"",""Action|Adventure|Thriller""";
"5873,""The Emperor's Club (2002)"",""Drama""";
"5874,""Friday After Next (2002)"",""Comedy""";
"5875,""Personal Velocity (2002)"",""Drama""";
"5876,""Quiet American, The (2002)"",""Drama|Thriller|War""";
"5877,""Smokers Only (Vagón Fumador) (2001)"",""Drama|Romance""";
"5878,""Talk to Her (Hable con Ella) (2002)"",""Drama|Romance""";
"5879,""Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002)"",""Animation|Comedy|Musical""";
"5880,""Extreme Ops (2002)"",""Action|Adventure|Crime|Thriller""";
"5881,""Solaris (2002)"",""Drama|Romance|Sci-Fi""";
"5882,""Treasure Planet (2002)"",""Adventure|Animation|Children|Sci-Fi|IMAX""";
"5883,""They (2002)"",""Horror|Thriller""";
"5884,""Chopper Chicks in Zombietown (1989)"",""Comedy|Horror""";
"5885,""What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)"",""Comedy|Drama""";
"5886,""I Love You Too (Ik ook Van Jou) (2001)"",""Drama|Romance""";
"5887,""Another You (1991)"",""Comedy""";
"5888,""Brother (Brat) (1997)"",""Crime|Drama""";
"5889,""Cruel Romance, A (Zhestokij Romans) (1984)"",""Drama|Romance""";
"5890,""Elling (2001)"",""Comedy|Drama""";
"5891,""I Spit on Your Grave (Day of the Woman) (1978)"",""Horror|Thriller""";
"5892,""Island at the Top of the World, The (1974)"",""Action|Adventure|Children""";
"5893,""Last Seduction, The (1994)"",""Crime|Drama|Thriller""";
"5894,""Last Seduction II, The (1999)"",""Crime|Drama|Thriller""";
"5895,""Making Contact (a.k.a. Joey) (1985)"",""Fantasy|Horror|Sci-Fi""";
"5896,""New Waterford Girl (1999)"",""Comedy""";
"5897,""Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)"",""Sci-Fi""";
"5898,""Sword and the Sorcerer, The (1982)"",""Action|Adventure|Fantasy""";
"5899,""Zulu (1964)"",""Action|Drama|War""";
"5900,""Analyze That (2002)"",""Comedy|Crime""";
"5901,""Empire (2002)"",""Crime|Drama""";
"5902,""Adaptation (2002)"",""Comedy|Drama|Romance""";
"5903,""Equilibrium (2002)"",""Action|Sci-Fi|Thriller""";
"5904,""My Kingdom (2001)"",""Drama""";
"5905,""Soap Girl (2002)"",""Drama|Romance""";
"5906,""It All Starts Today (Ça commence aujourd'hui) (1999)"",""Drama""";
"5907,""Medea (1970)"",""Drama""";
"5908,""Scarlet Diva (2000)"",""Drama""";
"5909,""Visitor Q (Bizita Q) (2001)"",""Comedy|Drama|Horror""";
"5910,""Bolero (Uns et les autres, Les) (1981)"",""Drama|War""";
"5911,""Urgh! A Music War (1981)"",""Documentary""";
"5912,""Hit the Bank (Vabank) (1981)"",""Comedy|Crime""";
"5913,""Warning for the Joensson Gang (Varning för Jönssonligan) (1981)"",""Comedy|Crime""";
"5914,""Vernon, Florida (1981)"",""Documentary""";
"5915,""Victory (a.k.a. Escape to Victory) (1981)"",""Action|Drama|War""";
"5916,""Whose Life Is It Anyway? (1981)"",""Drama""";
"5917,""Zoot Suit (1981)"",""Drama|Musical""";
"5918,""Alone in the Dark (1982)"",""Horror""";
"5919,""Android (1982)"",""Sci-Fi""";
"5920,""Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)"",""Adventure|Comedy""";
"5921,""Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982)"",""War""";
"5922,""Attila (Attila Flagello di Dio) (1982)"",""Action""";
"5923,""Author! Author! (1982)"",""Comedy|Drama""";
"5924,""Barbarosa (1982)"",""Western""";
"5925,""Beast Within, The (1982)"",""Horror""";
"5926,""Best Friends (1982)"",""Comedy|Drama|Romance""";
"5927,""Best Little Whorehouse in Texas, The (1982)"",""Comedy|Drama|Musical|Romance""";
"5928,""Border, The (1982)"",""Drama""";
"5929,""Party 2, The (Boum 2, La) (1982)"",""Comedy|Romance""";
"5930,""Brimstone and Treacle (1982)"",""Drama|Thriller""";
"5931,""Britannia Hospital (1982)"",""Comedy|Drama""";
"5932,""Burden of Dreams (1982)"",""Documentary""";
"5933,""Cannery Row (1982)"",""Drama""";
"5934,""Challenge, The (1982)"",""Action""";
"5935,""Class of 1984 (1982)"",""Action|Drama|Thriller""";
"5936,""Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)"",""Drama""";
"5937,""Danton (1983)"",""Drama""";
"5938,""Deathtrap (1982)"",""Comedy|Crime|Mystery|Thriller""";
"5939,""Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)"",""Adventure|Sci-Fi""";
"5940,""Eating Raoul (1982)"",""Comedy""";
"5941,""Drumline (2002)"",""Comedy|Drama|Musical|Romance""";
"5942,""Hot Chick, The (2002)"",""Comedy""";
"5943,""Maid in Manhattan (2002)"",""Comedy|Romance""";
"5944,""Star Trek: Nemesis (2002)"",""Action|Drama|Sci-Fi|Thriller""";
"5945,""About Schmidt (2002)"",""Comedy|Drama""";
"5946,""Pellet (Bola, El) (2000)"",""Drama""";
"5947,""Evelyn (2002)"",""Drama""";
"5948,""Guys, The (2002)"",""Drama""";
"5949,""Intact (Intacto) (2001)"",""Thriller""";
"5950,""Jimmy Show, The (2002)"",""Comedy|Drama""";
"5951,""Morvern Callar (2002)"",""Drama""";
"5952,""Lord of the Rings: The Two Towers, The (2002)"",""Adventure|Fantasy""";
"5953,""Devils on the Doorstep (Guizi lai le) (2000)"",""Drama|War""";
"5954,""25th Hour (2002)"",""Crime|Drama""";
"5955,""Antwone Fisher (2002)"",""Drama""";
"5956,""Gangs of New York (2002)"",""Crime|Drama""";
"5957,""Two Weeks Notice (2002)"",""Comedy|Romance""";
"5958,""Wild Thornberrys Movie, The (2002)"",""Animation|Children|Comedy""";
"5959,""Narc (2002)"",""Crime|Drama|Thriller""";
"5960,""Bad Influence (1990)"",""Drama|Thriller""";
"5961,""Blue Steel (1990)"",""Action|Thriller""";
"5962,""Body of Evidence (1993)"",""Drama|Thriller""";
"5963,""Children's Hour, The (1961)"",""Drama""";
"5964,""Company Business (1991)"",""Action|Comedy""";
"5965,""Duellists, The (1977)"",""Action|War""";
"5966,""Kiss Before Dying, A (1956)"",""Film-Noir|Mystery""";
"5967,""Legend of the Lost (1957)"",""Adventure""";
"5968,""Miami Blues (1990)"",""Comedy|Crime|Drama""";
"5969,""My Girl 2 (1994)"",""Comedy|Drama|Romance""";
"5970,""My Girl (1991)"",""Comedy|Drama|Romance""";
"5971,""My Neighbor Totoro (Tonari no Totoro) (1988)"",""Animation|Children|Drama|Fantasy""";
"5972,""Road to Hong Kong, The (1962)"",""Comedy""";
"5973,""Running Time (1997)"",""Crime|Thriller""";
"5974,""Thief of Bagdad, The (1940)"",""Adventure|Fantasy""";
"5975,""War and Peace (1956)"",""Drama|Romance|War""";
"5976,""Where Sleeping Dogs Lie (1992)"",""Crime""";
"5977,""Where's Poppa? (1970)"",""Comedy""";
